board_position,player_white,voc,move_time,elo,n_candidates,ply
r2qnrk1/pbpn2b1/1p1p2pp/3Pp3/2P3P1/2N1BN2/PPQ1PPB1/1R3RK1,False,0.0,26.0,2223,5,30
r2qnr2/pbpn2bk/1p1p2pp/3Pp3/2P3P1/2N1BN2/PPQ1PPB1/1R3RK1,True,0.0,8.0,2196,5,31
r2qnr2/pbpn2bk/1p1p2pp/3Pp1P1/2P5/2N1BN2/PPQ1PPB1/1R3RK1,False,0.009,6.0,2223,5,32
r2qnr2/pbpn2bk/1p1p2p1/3Pp1Pp/2P5/2N1BN2/PPQ1PPB1/1R3RK1,True,0.0,13.0,2196,5,33
r2qnr2/pbpn2bk/1p1p2p1/3Pp1Pp/2P4N/2N1B3/PPQ1PPB1/1R3RK1,False,0.0,33.0,2223,5,34
r2qn3/pbpn2bk/1p1p1rp1/3Pp1Pp/2P4N/2N1B3/PPQ1PPB1/1R3RK1,True,0.0,9.0,2196,5,35
r2qn3/pbpn2bk/1p1p1Pp1/3Pp2p/2P4N/2N1B3/PPQ1PPB1/1R3RK1,False,0.0,6.0,2223,5,36
r2qn3/pbp3bk/1p1p1np1/3Pp2p/2P4N/2N1B3/PPQ1PPB1/1R3RK1,True,0.0,9.0,2196,5,37
r2qn1k1/pbp3b1/1p1p1nQ1/3Pp2p/2P4N/2N1B3/PP2PPB1/1R3RK1,True,0.0,9.0,2196,5,39
r2qn1k1/pbp3b1/1p1p1nQ1/3Pp2p/2P4N/2N1B2B/PP2PP2/1R3RK1,False,0.0,2.0,2223,5,40
r1bqn1k1/p1p3b1/1p1p1nQ1/3Pp2p/2P4N/2N1B2B/PP2PP2/1R3RK1,True,0.0,10.0,2196,5,41
r1bqn1k1/p1p3b1/1p1p1nQ1/3PpN1p/2P5/2N1B2B/PP2PP2/1R3RK1,False,0.0,10.0,2223,5,42
r2qn1k1/p1p3b1/1p1p1nQ1/3Ppb1p/2P5/2N1B2B/PP2PP2/1R3RK1,True,0.0,8.0,2196,5,43
r2qn1k1/p1p3b1/1p1p1n2/3PpQ1p/2P5/2N1B2B/PP2PP2/1R3RK1,False,0.0,11.0,2223,5,44
r3n1k1/p1p1q1b1/1p1p1n2/3PpQ1p/2P5/2N1B2B/PP2PP2/1R3RK1,True,0.0,8.0,2196,5,45
r3n1k1/p1p1q1b1/1p1p1nQ1/3Pp2p/2P5/2N1B2B/PP2PP2/1R3RK1,False,0.0,13.0,2223,5,46
r3n1k1/p1p1q1b1/1p1p2Q1/3Pp2p/2P3n1/2N1B2B/PP2PP2/1R3RK1,True,0.0,8.0,2196,5,47
r3n1k1/p1p1q1b1/1p1p4/3Pp2Q/2P3n1/2N1B2B/PP2PP2/1R3RK1,False,0.0,12.0,2223,5,48
r5k1/p1p1q1b1/1p1p1n2/3Pp2Q/2P3n1/2N1B2B/PP2PP2/1R3RK1,True,0.0,9.0,2196,5,49
r5k1/p1p1q1b1/1p1p1n2/3Pp3/2P3nQ/2N1B2B/PP2PP2/1R3RK1,False,0.0,23.0,2223,5,50
r7/p1p1qkb1/1p1p1n2/3Pp3/2P3nQ/2N1B2B/PP2PP2/1R3RK1,True,0.0,7.0,2196,5,51
r7/p1p1qkb1/1p1p1n2/3Pp3/2P3BQ/2N1B3/PP2PP2/1R3RK1,False,0.0,2.0,2223,5,52
7r/p1p1qkb1/1p1p1n2/3Pp3/2P3BQ/2N1B3/PP2PP2/1R3RK1,True,0.0,15.0,2196,5,53
4k2r/p1p1q1b1/1p1pBn2/3Pp3/2P4Q/2N1B3/PP2PP2/1R3RK1,True,0.0,8.0,2196,5,55
4k2r/p1p1q1b1/1p1pBn2/3Pp3/2P5/2N1B1Q1/PP2PP2/1R3RK1,False,0.0,13.0,2223,5,56
3k3r/p1p1q1b1/1p1pBn2/3Pp3/2P5/2N1B1Q1/PP2PP2/1R3RK1,True,0.0,13.0,2196,5,57
3k3r/p1p1q1b1/1p1pBn2/3Pp3/2P5/2N1B1Q1/PP2PPK1/1R3R2,False,0.0,5.0,2223,5,58
3k3r/p1p1q1b1/1p1pB3/3Pp2n/2P5/2N1B1Q1/PP2PPK1/1R3R2,True,0.0,8.0,2196,5,59
3k3r/p1p1q1b1/1p1pB3/3Pp2n/2P3Q1/2N1B3/PP2PPK1/1R3R2,False,0.0,8.0,2223,5,60
3k3r/p1p1q1b1/1p1pBn2/3Pp3/2P3Q1/2N1B3/PP2PPK1/1R3R2,True,0.0,8.0,2196,5,61
3k3r/p1p1q1b1/1p1pBn2/3Pp1Q1/2P5/2N1B3/PP2PPK1/1R3R2,False,0.0,3.0,2223,5,62
3k3r/p1p1q3/1p1pBn1b/3Pp1Q1/2P5/2N1B3/PP2PPK1/1R3R2,True,0.0,6.0,2196,5,63
3k3r/p1p1q3/1p1pBnQb/3Pp3/2P5/2N1B3/PP2PPK1/1R3R2,False,0.0,31.0,2223,5,64
3k3r/p1p1q3/1p1pBnQ1/3Pp3/2P2b2/2N1B3/PP2PPK1/1R3R2,True,0.0,9.0,2196,5,65
3k3r/p1p1q3/1p1pBnQ1/3Pp3/2P2B2/2N5/PP2PPK1/1R3R2,False,0.0,12.0,2223,5,66
3k3r/p1p1q3/1p1pBnQ1/3P4/2P2p2/2N5/PP2PPK1/1R3R2,True,0.0,9.0,2196,5,67
3k3r/p1p1q3/1p1pBnQ1/3P4/2P2p2/2N5/PP2PPK1/1R5R,False,0.0,10.0,2223,5,68
3k1r2/p1p1q3/1p1pBnQ1/3P4/2P2p2/2N5/PP2PPK1/1R5R,True,0.0,5.0,2196,5,69
3k1r2/p1p1q3/1p1pBnQR/3P4/2P2p2/2N5/PP2PPK1/1R6,False,0.0,17.0,2223,5,70
3knr2/p1p1q3/1p1pB1QR/3P4/2P2p2/2N5/PP2PPK1/1R6,True,0.0,10.0,2196,5,71
3knr2/p1p1q2R/1p1pB1Q1/3P4/2P2p2/2N5/PP2PPK1/1R6,False,0.0,10.0,2223,5,72
3knr2/p1p1q2R/1p1pB1Q1/3P4/2P5/2N2p2/PP2PPK1/1R6,True,0.0,7.0,2196,5,73
3knr2/p1p1q2R/1p1pB1Q1/3P4/2P5/2N2P2/PP3PK1/1R6,False,0.0,14.0,2223,5,74
3kn3/p1p1q2R/1p1pBrQ1/3P4/2P5/2N2P2/PP3PK1/1R6,True,0.0,10.0,2196,5,75
3kn3/p1p1q2R/1p1pBr2/3P4/2P1Q3/2N2P2/PP3PK1/1R6,False,0.0,5.0,2223,5,76
3k4/p1p1q1nR/1p1pBr2/3P4/2P1Q3/2N2P2/PP3PK1/1R6,True,0.0,6.0,2196,5,77
3k4/p1p1q1nR/1p1pBr2/3P4/2P3Q1/2N2P2/PP3PK1/1R6,False,0.0,23.0,2223,5,78
3k1q2/p1p3nR/1p1pBr2/3P4/2P3Q1/2N2P2/PP3PK1/1R6,True,0.0,6.0,2196,5,79
3k1q2/p1p3R1/1p1pBr2/3P4/2P3Q1/2N2P2/PP3PK1/1R6,False,0.0,2.0,2223,5,80
3k1q2/p1p3R1/1p1pB3/3P4/2P3Q1/2N2r2/PP3PK1/1R6,True,0.0,8.0,2196,5,81
4kq2/p1pR4/1p1pB3/3P4/2P3Q1/2N2r2/PP3PK1/1R6,True,0.0,10.0,2196,5,83
4kq2/p1pR1r2/1p1pB1Q1/3P4/2P5/2N5/PP3PK1/1R6,True,0.0,8.0,2196,5,85
r1bqkbnr/pppp1pp1/2n4p/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R,False,0.005,4.0,2074,5,8
r1bqkbnr/pppp1pp1/2n4p/8/2BpP3/5N2/PPP2PPP/RNBQK2R,True,0.0,0.0,2033,5,9
r1bqkbnr/pppp1pp1/2n4p/8/2BNP3/8/PPP2PPP/RNBQK2R,False,0.172,1.0,2074,5,10
r1bqkbnr/pppp1pp1/7p/8/2BnP3/8/PPP2PPP/RNBQK2R,True,0.0,0.0,2033,5,11
r1bqkbnr/pppp1pp1/7p/8/2BQP3/8/PPP2PPP/RNB1K2R,False,0.0519999999999999,2.0,2074,5,12
r1bqkb1r/pppp1pp1/5n1p/8/2BQP3/8/PPP2PPP/RNB1K2R,True,0.0,13.0,2033,5,13
r1bqkb1r/pppp1pp1/5n1p/8/2BQP3/8/PPP2PPP/RNB2RK1,False,0.0,1.0,2074,5,14
r1bqkb1r/pp1p1pp1/5n1p/2p5/2BQP3/8/PPP2PPP/RNB2RK1,True,0.001,3.0,2033,5,15
r1bqkb1r/pp1p1pp1/5n1p/2pQ4/2B1P3/8/PPP2PPP/RNB2RK1,False,0.0,3.0,2074,5,16
r1bqkb1r/pp1p1pp1/7p/2pn4/2B1P3/8/PPP2PPP/RNB2RK1,True,0.0,2.0,2033,5,17
r1bqkb1r/pp1p1pp1/7p/2pP4/2B5/8/PPP2PPP/RNB2RK1,False,0.0,2.0,2074,5,18
r1bqkb1r/pp3pp1/3p3p/2pP4/2B5/8/PPP2PPP/RNB2RK1,True,0.0,7.0,2033,5,19
r1bqkb1r/pp3pp1/3p3p/2pP4/2B5/2N5/PPP2PPP/R1B2RK1,False,0.0,3.0,2074,5,20
r1bqk2r/pp2bpp1/3p3p/2pP4/2B5/2N5/PPP2PPP/R1B2RK1,True,0.0,10.0,2033,5,21
r1bqk2r/pp2bpp1/3p3p/2pP4/2B2B2/2N5/PPP2PPP/R4RK1,False,0.0,3.0,2074,5,22
r1bq1rk1/pp2bpp1/3p3p/2pP4/2B2B2/2N5/PPP2PPP/R4RK1,True,0.0,1.0,2033,5,23
r1bq1rk1/pp2bpp1/3p3p/2pP4/2B2B2/2N5/PPP2PPP/R3R1K1,False,0.0,5.0,2074,5,24
r1bq1rk1/1p2bpp1/p2p3p/2pP4/2B2B2/2N5/PPP2PPP/R3R1K1,True,0.0,7.0,2033,5,25
r1bq1rk1/1p2bpp1/p2p3p/2pP4/5B2/2N5/PPP2PPP/R3RBK1,False,0.0,8.0,2074,5,26
r1bq1rk1/1p3pp1/p2p1b1p/2pP4/5B2/2N5/PPP2PPP/R3RBK1,True,0.0,5.0,2033,5,27
r1bq1rk1/1p3pp1/p2p1b1p/2pP4/4NB2/8/PPP2PPP/R3RBK1,False,0.0,8.0,2074,5,28
r1bq1rk1/1p3pp1/p2p3p/2pPb3/4NB2/8/PPP2PPP/R3RBK1,True,0.0,8.0,2033,5,29
r1bq1rk1/1p3pp1/p2p3p/2pPb3/4N3/4B3/PPP2PPP/R3RBK1,False,0.0,7.0,2074,5,30
r2q1rk1/1p3pp1/p2p3p/2pPbb2/4N3/4B3/PPP2PPP/R3RBK1,True,0.0,11.0,2033,5,31
r2q1rk1/1p3pp1/p2p3p/2pPbb2/8/4B1N1/PPP2PPP/R3RBK1,False,0.0,8.0,2074,5,32
r2q1rk1/1p3pp1/p2p3p/2pP1b2/8/4B1b1/PPP2PPP/R3RBK1,True,0.0,12.0,2033,5,33
r2q1rk1/1p3pp1/p2p3p/2pP1b2/8/4B1P1/PPP2PP1/R3RBK1,False,0.0,2.0,2074,5,34
r2q1rk1/1p3pp1/p2p3p/2pP4/8/4B1P1/PPb2PP1/R3RBK1,True,0.0,3.0,2033,5,35
r2q1rk1/1p3pp1/p2p3p/2pP4/8/4B1P1/PPb2PP1/2R1RBK1,False,0.0,3.0,2074,5,36
r2q1rk1/1p3pp1/p2p3p/2pP4/b7/4B1P1/PP3PP1/2R1RBK1,True,0.0,2.0,2033,5,37
r2q1rk1/1p3pp1/p2p3p/2pP4/b7/1P2B1P1/P4PP1/2R1RBK1,False,0.0,1.0,2074,5,38
r2q1rk1/1p3pp1/p2p3p/1bpP4/8/1P2B1P1/P4PP1/2R1RBK1,True,0.0,3.0,2033,5,39
r2q1rk1/1p3pp1/p2p3p/1BpP4/8/1P2B1P1/P4PP1/2R1R1K1,False,0.0,2.0,2074,5,40
r2q1rk1/1p3pp1/3p3p/1ppP4/8/1P2B1P1/P4PP1/2R1R1K1,True,0.0,6.0,2033,5,41
r2q1rk1/1p3pp1/3p3p/1ppP4/8/1P2B1P1/P1R2PP1/4R1K1,False,0.0,23.0,2074,5,42
r4rk1/1p3pp1/3p1q1p/1ppP4/8/1P2B1P1/P1R2PP1/4R1K1,True,0.0,36.0,2033,5,43
r4rk1/1p3pp1/3p1q1p/1ppP4/5B2/1P4P1/P1R2PP1/4R1K1,False,0.0,6.0,2074,5,44
r3r1k1/1p3pp1/3p1q1p/1ppP4/5B2/1P4P1/P1R2PP1/4R1K1,True,0.0,2.0,2033,5,45
r3r1k1/1p3pp1/3p1q1p/1ppP4/5B2/1P4P1/P1R2PP1/5RK1,False,0.0,9.0,2074,5,46
3rr1k1/1p3pp1/3p1q1p/1ppP4/5B2/1P4P1/P1R2PP1/5RK1,True,0.0,10.0,2033,5,47
3rr1k1/1p3pp1/3p1q1p/1ppP4/5B2/1P3PP1/P1R3P1/5RK1,False,0.0,6.0,2074,5,48
3rr1k1/1p3p2/3p1q1p/1ppP2p1/5B2/1P3PP1/P1R3P1/5RK1,True,0.0,2.0,2033,5,49
3rr1k1/1p3p2/3p1q1p/1ppP2p1/8/1P3PP1/P1R3P1/2B2RK1,False,0.0,5.0,2074,5,50
3rr1k1/1p3p2/3p3p/1ppP1qp1/8/1P3PP1/P1R3P1/2B2RK1,True,0.0,6.0,2033,5,51
3rr1k1/1p3p2/3p3p/1ppP1qp1/8/1P3PP1/P2R2P1/2B2RK1,False,0.0,8.0,2074,5,52
3rr1k1/1p3p2/3p3p/1p1P1qp1/2p5/1P3PP1/P2R2P1/2B2RK1,True,0.0,5.0,2033,5,53
3rr1k1/1p3p2/3p3p/1p1P1qp1/2P5/5PP1/P2R2P1/2B2RK1,False,0.0,2.0,2074,5,54
3rr1k1/1p3p2/3p3p/3P1qp1/2p5/5PP1/P2R2P1/2B2RK1,True,0.0,0.0,2033,5,55
3rr1k1/1p3p2/3p3p/3P1qp1/2p5/5PP1/PB1R2P1/5RK1,False,0.0,9.0,2074,5,56
3rr1k1/5p2/3p3p/1p1P1qp1/2p5/5PP1/PB1R2P1/5RK1,True,0.0,3.0,2033,5,57
3rr1k1/5p2/3p3p/1p1P1qp1/2p5/2B2PP1/P2R2P1/5RK1,False,0.0,16.0,2074,5,58
3r2k1/5p2/3p3p/1p1P1qp1/2p5/2B1rPP1/P2R2P1/5RK1,True,0.0,5.0,2033,5,59
3r2k1/5p2/3p3p/1p1P1qp1/2p3P1/2B1rP2/P2R2P1/5RK1,False,0.0,15.0,2074,5,60
3r2k1/5p2/3p2qp/1p1P2p1/2p3P1/2B1rP2/P2R2P1/5RK1,True,0.0,12.0,2033,5,61
3r2k1/5p2/3p2qp/Bp1P2p1/2p3P1/4rP2/P2R2P1/5RK1,False,0.0,25.0,2074,5,62
4r1k1/5p2/3p2qp/Bp1P2p1/2p3P1/4rP2/P2R2P1/5RK1,True,0.0,10.0,2033,5,63
4r1k1/5p2/3p2qp/Bp1P2p1/2p3P1/4rP2/P2R2PK/5R2,False,0.0,17.0,2074,5,64
4r1k1/5p2/3p2qp/Bp1P2p1/2p3P1/3r1P2/P2R2PK/5R2,True,0.0,20.0,2033,5,65
4r1k1/5p2/3p2qp/Bp1P2p1/2p3P1/3r1P2/PR4PK/5R2,False,0.0,16.0,2074,5,66
4r1k1/5p2/3p2qp/Bp1r2p1/2p3P1/5P2/PR4PK/5R2,True,0.0,8.0,2033,5,67
4r1k1/5p2/3p2qp/1p1r2p1/2p3P1/2B2P2/PR4PK/5R2,False,0.0,20.0,2074,5,68
4r1k1/5p2/3p3p/1p1r2p1/2p3P1/2Bq1P2/PR4PK/5R2,True,0.0,15.0,2033,5,69
4r1k1/5p2/3p3p/1p1r2p1/2p3P1/2Bq1P2/PR4PK/2R5,False,0.0,17.0,2074,5,70
6k1/5p2/3p3p/1p1r2p1/2p3P1/2Bq1P2/PR2r1PK/2R5,True,0.0,13.0,2033,5,71
6k1/5p2/3p3p/1p1r2p1/2p3P1/2Bq1P2/P3r1PK/1RR5,False,0.0,7.0,2074,5,72
6k1/5p2/3p3p/1p1r2p1/2p3P1/2B2q2/P3r1PK/1RR5,True,0.0,3.0,2033,5,73
6k1/5p2/3p3p/1p1r2p1/2p3P1/2B2q2/P3r1PK/1R4R1,False,0.0,11.0,2074,5,74
6k1/5p2/3p3p/1p1r2p1/2p3q1/2B5/P3r1PK/1R4R1,True,0.0,15.0,2033,5,75
6k1/5p2/3p3p/1p1r2p1/2p3q1/8/P3r1PK/1R2B1R1,False,0.0,14.0,2074,5,76
6k1/5p2/3p3p/1p4p1/2p3q1/3r4/P3r1PK/1R2B1R1,True,0.0,18.0,2033,5,77
6k1/5p2/3p3p/1p4p1/2p3q1/1R1r4/P3r1PK/4B1R1,False,0.0,4.0,2074,5,78
6k1/5p2/3p3p/1p4pq/2p5/1R1r4/P3r1PK/4B1R1,True,0.0,10.0,2033,1,79
6k1/5p2/3p3p/1p4pq/2p4B/1R1r4/P3r1PK/6R1,False,0.0,2.0,2074,5,80
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPPN1PPP/R1BQKBNR,False,0.136,10.0,2261,5,6
rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR,True,0.0,11.0,2224,5,7
rnbqkbnr/pp3ppp/2p1p3/3P4/3P4/8/PPPN1PPP/R1BQKBNR,False,0.0,2.0,2261,5,8
rnbqkbnr/pp3ppp/2p5/3p4/3P4/8/PPPN1PPP/R1BQKBNR,True,0.0,9.0,2224,5,9
rnbqkbnr/pp3ppp/2p5/3p4/3P4/5N2/PPPN1PPP/R1BQKB1R,False,0.046,3.0,2261,5,10
rnbqkb1r/pp3ppp/2p2n2/3p4/3P4/5N2/PPPN1PPP/R1BQKB1R,True,0.0,6.0,2224,5,11
rnbqkb1r/pp3ppp/2p2n2/3p4/3P4/3B1N2/PPPN1PPP/R1BQK2R,False,0.0,20.0,2261,5,12
rnb1kb1r/pp2qppp/2p2n2/3p4/3P4/3B1N2/PPPN1PPP/R1BQK2R,True,0.447,13.0,2224,5,13
rnb1kb1r/pp2qppp/2p2n2/3p4/3P4/3B1N2/PPPN1PPP/R1BQ1K1R,False,0.0,26.0,2261,5,14
rn2kb1r/pp2qppp/2p2n2/3p4/3P2b1/3B1N2/PPPN1PPP/R1BQ1K1R,True,0.0,7.0,2224,5,15
rn2kb1r/pp2qppp/2p2n2/3p4/3P2b1/3B1N1P/PPPN1PP1/R1BQ1K1R,False,0.0,6.0,2261,5,16
rn2kb1r/pp2qppp/2p2n2/3p3b/3P4/3B1N1P/PPPN1PP1/R1BQ1K1R,True,0.0,11.0,2224,5,17
rn2kb1r/pp2qppp/2p2n2/3p3b/3P2P1/3B1N1P/PPPN1P2/R1BQ1K1R,False,0.0,1.0,2261,5,18
rn2kb1r/pp2qppp/2p2nb1/3p4/3P2P1/3B1N1P/PPPN1P2/R1BQ1K1R,True,0.306,5.0,2224,5,19
rn2kb1r/pp2qppp/2p2nb1/3p4/3P2P1/5N1P/PPPNBP2/R1BQ1K1R,False,0.685,41.0,2261,5,20
r3kb1r/pp1nqppp/2p2nb1/3p4/3P2P1/5N1P/PPPNBP2/R1BQ1K1R,True,0.6509999999999999,8.0,2224,5,21
r3kb1r/pp1nqppp/2p2nb1/3p4/2PP2P1/5N1P/PP1NBP2/R1BQ1K1R,False,0.724,10.0,2261,5,22
r3kb1r/pp1nqpp1/2p2nb1/3p3p/2PP2P1/5N1P/PP1NBP2/R1BQ1K1R,True,0.0,19.0,2224,5,23
r3kb1r/pp1nqpp1/2p2nb1/3p2Pp/2PP4/5N1P/PP1NBP2/R1BQ1K1R,False,0.0,5.0,2261,5,24
r3kb1r/pp1nqpp1/2p3b1/3p2Pp/2PPn3/5N1P/PP1NBP2/R1BQ1K1R,True,0.0,9.0,2224,5,25
r3kb1r/pp1nqpp1/2p3b1/3P2Pp/3Pn3/5N1P/PP1NBP2/R1BQ1K1R,False,0.0,9.0,2261,5,26
r3kb1r/pp1nqpp1/6b1/3p2Pp/3Pn3/5N1P/PP1NBP2/R1BQ1K1R,True,0.676,6.0,2224,5,27
r3kb1r/pp1nqpp1/6b1/3p2Pp/3Pn3/1Q3N1P/PP1NBP2/R1B2K1R,False,0.036,28.0,2261,5,28
r3kb1r/pp2qpp1/1n4b1/3p2Pp/3Pn3/1Q3N1P/PP1NBP2/R1B2K1R,True,0.709,12.0,2224,5,29
r2k1b1r/pp2qpp1/1n4b1/1B1p2Pp/3Pn3/1Q3N1P/PP1N1P2/R1B2K1R,True,0.0,7.0,2224,5,31
r2k1b1r/pp2qpp1/1n4b1/1B1p2Pp/3PN3/1Q3N1P/PP3P2/R1B2K1R,False,0.0,8.0,2261,5,32
r2k1b1r/pp2qpp1/1n6/1B1p2Pp/3Pb3/1Q3N1P/PP3P2/R1B2K1R,True,0.0689999999999999,11.0,2224,5,33
r2k1b1r/pp2qpp1/1n6/1B1p2Pp/3PbB2/1Q3N1P/PP3P2/R4K1R,False,0.0,10.0,2261,5,34
r2k1b1r/pp3pp1/1n6/1B1p2Pp/1q1PbB2/1Q3N1P/PP3P2/R4K1R,True,0.6829999999999999,8.0,2224,5,35
r2k1b1r/pp3pp1/1n6/1B1pN1Pp/1q1PbB2/1Q5P/PP3P2/R4K1R,False,0.0,181.0,2261,5,36
r4b1r/pp2kpp1/1n6/1B1pN1Pp/1q1PbB2/1Q5P/PP3P2/R4K1R,True,0.0,11.0,2224,5,37
r1bqk1nr/ppp2ppp/2np4/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R,True,0.0,2.0,2075,5,9
r1bqk1nr/ppp2ppp/2np4/2b1p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R,False,0.118,3.0,2086,5,10
r2qk1nr/ppp2ppp/2np4/2b1p3/2B1P1b1/2PP1N2/PP3PPP/RNBQK2R,True,0.0,4.0,2075,5,11
r2qk1nr/ppp2ppp/2np4/2b1p3/2B1P1b1/2PP1N2/PP3PPP/RNBQ1RK1,False,0.0,4.0,2086,5,12
r2qk2r/ppp2ppp/2np1n2/2b1p3/2B1P1b1/2PP1N2/PP3PPP/RNBQ1RK1,True,0.143,4.0,2075,5,13
r2qk2r/ppp2ppp/2np1n2/2b1p3/P1B1P1b1/2PP1N2/1P3PPP/RNBQ1RK1,False,0.054,3.0,2086,5,14
r2qk2r/1pp2ppp/2np1n2/p1b1p3/P1B1P1b1/2PP1N2/1P3PPP/RNBQ1RK1,True,0.421,2.0,2075,5,15
r2qk2r/1pp2ppp/2np1n2/p1b1p3/P1B1P1b1/2PPBN2/1P3PPP/RN1Q1RK1,False,0.0,23.0,2086,5,16
r2qk2r/bpp2ppp/2np1n2/p3p3/P1B1P1b1/2PPBN2/1P3PPP/RN1Q1RK1,True,0.201,7.0,2075,5,17
r2qk2r/bpp2ppp/2np1n2/p3p3/P1B1P1b1/2PPBN2/1P1N1PPP/R2Q1RK1,False,0.0,22.0,2086,5,18
r2q1rk1/bpp2ppp/2np1n2/p3p3/P1B1P1b1/2PPBN2/1P1N1PPP/R2Q1RK1,True,0.207,16.0,2075,5,19
r2q1rk1/Bpp2ppp/2np1n2/p3p3/P1B1P1b1/2PP1N2/1P1N1PPP/R2Q1RK1,False,0.0,3.0,2086,5,20
3q1rk1/rpp2ppp/2np1n2/p3p3/P1B1P1b1/2PP1N2/1P1N1PPP/R2Q1RK1,True,0.271,14.0,2075,5,21
3q1rk1/rpp2ppp/2np1n2/p3p3/P1B1P1b1/2PP1N1P/1P1N1PP1/R2Q1RK1,False,0.0,2.0,2086,5,22
3q1rk1/rpp2ppp/2np1n2/p3p2b/P1B1P3/2PP1N1P/1P1N1PP1/R2Q1RK1,True,0.237,14.0,2075,5,23
3q1rk1/rpp2ppp/2np1n2/p3p2b/P1B1P3/2PP1N1P/1P1N1PP1/R3QRK1,False,0.235,22.0,2086,5,24
3q1rk1/rpp1nppp/3p1n2/p3p2b/P1B1P3/2PP1N1P/1P1N1PP1/R3QRK1,True,0.006,16.0,2075,5,25
3q1rk1/rpp1nppp/3p1n2/p3p2b/P1BPP3/2P2N1P/1P1N1PP1/R3QRK1,False,0.0,7.0,2086,5,26
3q1rk1/rpp1nppp/3p1n2/p6b/P1BpP3/2P2N1P/1P1N1PP1/R3QRK1,True,0.0,2.0,2075,5,27
3q1rk1/rpp1nppp/3p1n2/p6b/P1BPP3/5N1P/1P1N1PP1/R3QRK1,False,0.0529999999999999,6.0,2086,5,28
3q1rk1/rpp1nppp/5n2/p2p3b/P1BPP3/5N1P/1P1N1PP1/R3QRK1,True,0.0,20.0,2075,5,29
3q1rk1/rpp1nppp/5n2/p2P3b/P1BP4/5N1P/1P1N1PP1/R3QRK1,False,0.0,8.0,2086,5,30
3q1rk1/rpp2ppp/5n2/p2n3b/P1BP4/5N1P/1P1N1PP1/R3QRK1,True,0.012,48.0,2075,5,31
3q1rk1/rpp2ppp/5n2/p2nQ2b/P1BP4/5N1P/1P1N1PP1/R4RK1,False,0.0,4.0,2086,5,32
3qr1k1/rpp2ppp/5n2/p2nQ2b/P1BP4/5N1P/1P1N1PP1/R4RK1,True,0.0,15.0,2075,5,33
3qr1k1/rpp2ppp/5n2/p2n3b/P1BP4/5NQP/1P1N1PP1/R4RK1,False,0.148,56.0,2086,5,34
4r1k1/rpp2ppp/3q1n2/p2n3b/P1BP4/5NQP/1P1N1PP1/R4RK1,True,0.989,6.0,2075,5,35
4r1k1/rpp2ppp/3Q1n2/p2n3b/P1BP4/5N1P/1P1N1PP1/R4RK1,False,0.0,7.0,2086,5,36
4r1k1/rp3ppp/3p1n2/p2n3b/P1BP4/5N1P/1P1N1PP1/R4RK1,True,0.0,22.0,2075,5,37
4r1k1/rp3ppp/3p1n2/p2n3b/P1BP4/5N1P/1P1N1PP1/R3R1K1,False,0.0,10.0,2086,5,38
r3r1k1/1p3ppp/3p1n2/p2n3b/P1BP4/5N1P/1P1N1PP1/R3R1K1,True,0.0,27.0,2075,5,39
r3r1k1/1p3ppp/3p1n2/p2n3b/P1BP2P1/5N1P/1P1N1P2/R3R1K1,False,0.0,7.0,2086,5,40
r3r1k1/1p3ppp/3p1nb1/p2n4/P1BP2P1/5N1P/1P1N1P2/R3R1K1,True,0.99,17.0,2075,5,41
r3r1k1/1p3ppp/3p1nb1/p2n4/P1BP2PN/7P/1P1N1P2/R3R1K1,False,0.0,14.0,2086,5,42
r3r1k1/1p3ppp/3p1nb1/p7/PnBP2PN/7P/1P1N1P2/R3R1K1,True,0.0,14.0,2075,5,43
r3r1k1/1p3ppp/3p1nN1/p7/PnBP2P1/7P/1P1N1P2/R3R1K1,False,0.0,0.0,2086,5,44
r3r1k1/1p3pp1/3p1np1/p7/PnBP2P1/7P/1P1N1P2/R3R1K1,True,0.055,28.0,2075,5,45
4r1k1/1p3pp1/3p1np1/p7/PnBP2P1/7P/1P1N1P2/R5K1,True,0.367,2.0,2075,5,47
4r1k1/1p3pp1/3p1np1/p7/PnBP2P1/7P/1P1N1P2/2R3K1,False,0.0,15.0,2086,5,48
4r1k1/1p3pp1/5np1/p2p4/PnBP2P1/7P/1P1N1P2/2R3K1,True,0.0,13.0,2075,5,49
4r1k1/1p3pp1/5np1/pB1p4/Pn1P2P1/7P/1P1N1P2/2R3K1,False,0.0,4.0,2086,5,50
6k1/1p2rpp1/5np1/pB1p4/Pn1P2P1/7P/1P1N1P2/2R3K1,True,0.0,28.0,2075,5,51
6k1/1p2rpp1/5np1/pB1p4/Pn1P2P1/5P1P/1P1N4/2R3K1,False,0.118,11.0,2086,5,52
6k1/1p3pp1/5np1/pB1p4/Pn1P2P1/4rP1P/1P1N4/2R3K1,True,0.0,10.0,2075,5,53
6k1/1p3pp1/5np1/pB1p4/Pn1P2P1/4rP1P/1P1N1K2/2R5,False,0.0,20.0,2086,5,54
